0.0001, 0.379983
0.000109051, 0.374386
0.000118921, 0.368377
0.000129684, 0.361934
0.000141421, 0.355036
0.000154221, 0.347664
0.000168179, 0.3398
0.000183401, 0.331426
0.0002, 0.32253
0.000218102, 0.313101
0.000237841, 0.303132
0.000259368, 0.292624
0.000282843, 0.281579
0.000308442, 0.270011
0.000336359, 0.257937
0.000366802, 0.245386
0.0004, 0.232396
0.000436203, 0.219015
0.000475683, 0.205301
0.000518736, 0.191325
0.000565686, 0.17717
0.000616884, 0.162928
0.000672717, 0.148703
0.000733603, 0.134608
0.0008, 0.120762
0.000872406, 0.107287
0.000951366, 0.0943083
0.00103747, 0.0819468
0.00113137, 0.0703161
0.00123377, 0.0595167
0.00134543, 0.0496335
0.00146721, 0.0407296
0.0016, 0.0328437
0.00174481, 0.025988
0.00190273, 0.0201466
0.00207494, 0.0152767
0.00226274, 0.0113113
0.00246754, 0.00816381
0.00269087, 0.00573299
0.00293441, 0.00391018
0.0032, 0.00258569
0.00348963, 0.00165509
0.00380546, 0.00102414
0.00414989, 0.000612196
0.00452549, 0.000353841
0.00493508, 0.000198734
0.00538174, 0.000110175
0.00586883, 6.28066e-05
0.0064, 4.00463e-05
0.00697925, 3.15643e-05
0.00761093, 3.12716e-05
0.00829978, 3.57371e-05
0.00905097, 4.31674e-05
0.00987016, 5.26373e-05
0.0107635, 6.3811e-05
0.0117377, 7.65928e-05
0.0128, 9.1058e-05
0.0139585, 0.000107352
0.0152219, 0.000125586
0.0165996, 0.000145936
0.0181019, 0.000168623
0.0197403, 0.000193649
0.021527, 0.000221219
0.0234753, 0.000251502
0.0256, 0.000284688
0.027917, 0.000320862
0.0304437, 0.000360236
0.0331991, 0.000402944
0.0362039, 0.00044929
0.0394806, 0.000499407
0.0430539, 0.00055354
0.0469506, 0.000611859
0.0512, 0.000674631
0.055834, 0.000742066
0.0608875, 0.000814463
0.0663982, 0.000892004
0.0724078, 0.000974951
0.0789613, 0.00106361
0.0861079, 0.00115806
0.0939013, 0.00125866
0.1024, 0.00136571
0.111668, 0.00147941
0.121775, 0.00160005
0.132797, 0.00172791
0.144816, 0.00186324
0.157923, 0.00200639
0.172216, 0.00215766
0.187803, 0.00231736
0.2048, 0.00248582
0.223336, 0.00266337
0.24355, 0.00285042
0.265593, 0.00304733
0.289631, 0.00325446
0.315845, 0.00347222
0.344432, 0.00370103
0.375605, 0.00394131
0.4096, 0.00419353
0.446672, 0.00445833
0.4871, 0.00473618
0.531186, 0.00502765
0.579263, 0.00533318
0.63169, 0.00565307
0.688863, 0.00598762
0.751211, 0.00633724
0.819201, 0.0067025
0.893345, 0.0070844
0.9742, 0.00748435
