0.0001, 0.378739
0.000109051, 0.37305
0.000118921, 0.366944
0.000129684, 0.3604
0.000141421, 0.353396
0.000154221, 0.345914
0.000168179, 0.337935
0.000183401, 0.329444
0.0002, 0.320428
0.000218102, 0.310877
0.000237841, 0.300787
0.000259368, 0.290158
0.000282843, 0.278996
0.000308442, 0.267314
0.000336359, 0.255133
0.000366802, 0.242484
0.0004, 0.229406
0.000436203, 0.215951
0.000475683, 0.202181
0.000518736, 0.188168
0.000565686, 0.173997
0.000616884, 0.159766
0.000672717, 0.145578
0.000733603, 0.131549
0.0008, 0.117798
0.000872406, 0.104451
0.000951366, 0.0916291
0.00103747, 0.0794528
0.00113137, 0.068032
0.00123377, 0.057464
0.00134543, 0.0478275
0.00146721, 0.0391792
0.0016, 0.0315509
0.00174481, 0.0249471
0.00190273, 0.0193444
0.00207494, 0.0146932
0.00226274, 0.0109212
0.00246754, 0.00793732
0.00269087, 0.00563851
0.00293441, 0.00391595
0.0032, 0.00266179
0.00348963, 0.00177514
0.00380546, 0.00116642
0.00414989, 0.000760269
0.00452549, 0.000496519
0.00493508, 0.000329614
0.00538174, 0.00022676
0.00586883, 0.000165469
0.0064, 0.000130944
0.00697925, 0.000113772
0.00761093, 0.000108033
0.00829978, 0.00011
0.00905097, 0.000117318
0.00987016, 0.000128476
0.0107635, 0.000142543
0.0117377, 0.000158963
0.0128, 0.000177462
0.0139585, 0.000197834
0.0152219, 0.000220113
0.0165996, 0.000244334
0.0181019, 0.000270439
0.0197403, 0.000298606
0.021527, 0.000328892
0.0234753, 0.000361357
0.0256, 0.000396069
0.027917, 0.000433122
0.0304437, 0.000472554
0.0331991, 0.000514566
0.0362039, 0.000559236
0.0394806, 0.000606619
0.0430539, 0.000656878
0.0469506, 0.000710161
0.0512, 0.000766565
0.055834, 0.000826245
0.0608875, 0.000889337
0.0663982, 0.000956004
0.0724078, 0.00102634
0.0789613, 0.00110055
0.0861079, 0.00117871
0.0939013, 0.00126107
0.1024, 0.00134766
0.111668, 0.00143864
0.121775, 0.00153423
0.132797, 0.00163449
0.144816, 0.00173965
0.157923, 0.00184983
0.172216, 0.00196522
0.187803, 0.00208598
0.2048, 0.00221224
0.223336, 0.00234419
0.24355, 0.00248202
0.265593, 0.00262593
0.289631, 0.00277611
0.315845, 0.00293279
0.344432, 0.00309617
0.375605, 0.00326642
0.4096, 0.00344372
0.446672, 0.00362819
0.4871, 0.00382009
0.531186, 0.00401978
0.579263, 0.00422757
0.63169, 0.00444396
0.688863, 0.00466927
0.751211, 0.00490374
0.819201, 0.00514736
0.893345, 0.0054
0.9742, 0.00566145
