0 0.499997 0.499997 0.499997 0.499997
0.01 0.354591 0.340613 0.331485 0.320745
0.02 0.251574 0.232292 0.220082 0.206013
0.03 0.178633 0.158778 0.146556 0.132675
0.04 0.127014 0.108911 0.0980562 0.0858281
0.05 0.0904951 0.0750699 0.0660432 0.0559129
0.06 0.0646655 0.0520769 0.0448848 0.0367975
0.07 0.0464037 0.0364232 0.0308607 0.0245746
0.08 0.0334967 0.025734 0.0215324 0.0167497
0.09 0.0243828 0.0184074 0.015298 0.0117313
0.1 0.0179556 0.0133632 0.0111057 0.00850565
0.11 0.0134322 0.00987212 0.00826592 0.00642778
0.12 0.0102618 0.0074419 0.00632695 0.00508593
0.13 0.00805361 0.00574048 0.00499121 0.00421851
0.14 0.00653106 0.0045427 0.00406325 0.00365806
0.15 0.0055011 0.00369469 0.00341259 0.00329842
0.16 0.00482423 0.00309357 0.00295417 0.00307101
0.17 0.00440403 0.00266766 0.00262994 0.00293188
0.18 0.00417009 0.002368 0.00240122 0.00285286
0.19 0.00407471 0.00215996 0.00224189 0.00281536
0.2 0.00408242 0.00202069 0.00213356 0.00280715
0.21 0.00416847 0.00193257 0.00206387 0.00282008
0.22 0.00431534 0.00188381 0.00202318 0.00284867
0.23 0.00451065 0.00186592 0.00200558 0.00288902
0.24 0.0047455 0.00187199 0.00200586 0.00293837
0.25 0.00501203 0.00189763 0.00202063 0.00299482
0.26 0.00530697 0.00193929 0.00204696 0.00305676
0.27 0.00562597 0.00199395 0.002083 0.00312311
0.28 0.00596699 0.00205951 0.00212696 0.00319289
0.29 0.00632708 0.00213429 0.00217744 0.0032654
0.3 0.00670643 0.00221644 0.0022328 0.00334019
0.31 0.0071025 0.00230575 0.00229253 0.00341668
0.32 0.00751429 0.00240041 0.00235615 0.00349447
0.33 0.00794149 0.00250026 0.00242282 0.00357344
0.34 0.00838418 0.00260449 0.00249208 0.00365298
0.35 0.00884079 0.00271261 0.00256315 0.00373294
0.36 0.0093102 0.00282415 0.00263605 0.00381322
0.37 0.00979392 0.00293854 0.00271042 0.00389384
0.38 0.0102905 0.00305582 0.00278569 0.00397444
0.39 0.0107998 0.00317569 0.00286202 0.00405495
0.4 0.011321 0.00329757 0.00293895 0.00413521
0.41 0.0118548 0.00342135 0.00301651 0.00421535
0.42 0.0123998 0.00354705 0.00309405 0.00429512
0.43 0.0129559 0.00367423 0.00317246 0.00437455
0.44 0.0135237 0.00380314 0.0032506 0.00445334
0.45 0.0141022 0.00393363 0.0033292 0.00453196
0.46 0.0146921 0.00406566 0.00340798 0.0046098
0.47 0.0152919 0.00419872 0.00348676 0.00468729
0.48 0.0159016 0.0043332 0.00356521 0.00476445
0.49 0.0165218 0.00446841 0.00364379 0.00484091
0.5 0.0171516 0.00460488 0.0037219 0.00491688
0.51 0.017791 0.0047425 0.00380018 0.0049923
0.52 0.018439 0.00488097 0.0038783 0.00506698
0.53 0.0190974 0.00502047 0.00395659 0.00514148
0.54 0.0197642 0.00516147 0.0040341 0.00521528
0.55 0.0204398 0.00530239 0.00411169 0.0052884
0.56 0.0211245 0.00544464 0.00418914 0.00536115
0.57 0.0218171 0.00558805 0.00426563 0.00543333
0.58 0.0225174 0.00573217 0.00434259 0.00550497
0.59 0.023227 0.0058771 0.00441935 0.00557564
0.6 0.0239423 0.00602228 0.00449575 0.00564647
0.61 0.0246674 0.00616886 0.00457201 0.00571619
0.62 0.0253987 0.00631599 0.00464786 0.00578583
0.63 0.0261373 0.00646457 0.00472323 0.00585477
0.64 0.0268837 0.00661295 0.00479854 0.00592335
