0.0001, 0.381062
0.000109051, 0.375546
0.000118921, 0.369621
0.000129684, 0.363267
0.000141421, 0.356462
0.000154221, 0.349187
0.000168179, 0.341422
0.000183401, 0.333152
0.0002, 0.324361
0.000218102, 0.315038
0.000237841, 0.305177
0.000259368, 0.294775
0.000282843, 0.283835
0.000308442, 0.272368
0.000336359, 0.26039
0.000366802, 0.247928
0.0004, 0.235018
0.000436203, 0.221704
0.000475683, 0.208044
0.000518736, 0.194105
0.000565686, 0.179968
0.000616884, 0.165722
0.000672717, 0.15147
0.000733603, 0.137323
0.0008, 0.123398
0.000872406, 0.109818
0.000951366, 0.0967073
0.00103747, 0.0841889
0.00113137, 0.0723786
0.00123377, 0.0613806
0.00134543, 0.0512841
0.00146721, 0.0421582
0.0016, 0.0340477
0.00174481, 0.0269713
0.00190273, 0.0209199
0.00207494, 0.0158567
0.00226274, 0.0117201
0.00246754, 0.0084269
0.00269087, 0.00587816
0.00293441, 0.00396536
0.0032, 0.00257726
0.00348963, 0.00160637
0.00380546, 0.00095424
0.00414989, 0.000535577
0.00452549, 0.000280245
0.00493508, 0.000133703
0.00538174, 5.58524e-05
0.00586883, 1.89553e-05
0.0064, 4.96189e-06
0.00697925, 2.99231e-06
0.00761093, 6.91948e-06
0.00829978, 1.36575e-05
0.00905097, 2.1934e-05
0.00987016, 3.14192e-05
0.0107635, 4.21878e-05
0.0117377, 5.45008e-05
0.0128, 6.8699e-05
0.0139585, 8.52287e-05
0.0152219, 0.000104411
0.0165996, 0.000126447
0.0181019, 0.000151755
0.0197403, 0.000180536
0.021527, 0.000213231
0.0234753, 0.000250043
0.0256, 0.000291402
0.027917, 0.000337677
0.0304437, 0.000389125
0.0331991, 0.000446364
0.0362039, 0.000509676
0.0394806, 0.000579584
0.0430539, 0.000656413
0.0469506, 0.000740759
0.0512, 0.0008331
0.055834, 0.000933823
0.0608875, 0.00104349
0.0663982, 0.00116265
0.0724078, 0.00129183
0.0789613, 0.00143157
0.0861079, 0.00158246
0.0939013, 0.00174505
0.1024, 0.00192002
0.111668, 0.0021081
0.121775, 0.00230989
0.132797, 0.00252617
0.144816, 0.0027577
0.157923, 0.00300537
0.172216, 0.00326995
0.187803, 0.00355246
0.2048, 0.0038538
0.223336, 0.00417504
0.24355, 0.00451727
0.265593, 0.00488169
0.289631, 0.00526941
0.315845, 0.00568177
0.344432, 0.00612005
0.375605, 0.00658567
0.4096, 0.00708004
0.446672, 0.0076049
0.4871, 0.00816228
0.531186, 0.00875455
0.579263, 0.00938452
0.63169, 0.0100551
0.688863, 0.0107692
0.751211, 0.011529
0.819201, 0.0123355
0.893345, 0.0131882
0.9742, 0.0140845
