# x0 = y0, u0, v0, t, x, u, v, delta0.05,	0.05,	0.05,	2.2262,	0.0137983,	-0.0406399,	0.0452796,	1.86803e-07
0.09,	0.06,	0.36,	8.05148,	0.0983226,	-0.230683,	0.230683,	4.34389e-07
0.09,	0.07,	0.36,	8.06082,	0.0984421,	-0.230697,	0.230697,	7.01855e-08
0.09,	0.08,	0.36,	8.06963,	0.0985548,	-0.23071,	0.23071,	1.29314e-08
0.09,	0.09,	0.36,	8.08446,	0.0987445,	-0.230733,	0.230733,	5.9964e-08
0.09,	0.1,	0.36,	8.28403,	0.101303,	-0.231036,	0.231036,	1.54178e-08
0.09,	0.11,	0.36,	8,	0.09,	-0.11,	0.36,	0.457728
0.09,	0.12,	0.36,	8,	0.09,	-0.12,	0.36,	0.510517
0.09,	0.13,	0.36,	8,	0.09,	-0.13,	0.36,	0.57249
0.09,	0.14,	0.36,	12.761,	-1.21707,	-2.42542,	3.73706,	0
0.09,	0.15,	0.36,	5.7487,	0.766934,	0.802899,	-1.46023,	0
0.09,	0.16,	0.36,	8,	0.09,	-0.16,	0.36,	0.776473
0.09,	0.17,	0.36,	8,	0.09,	-0.17,	0.36,	0.810694
0.09,	0.18,	0.36,	8,	0.09,	-0.18,	0.36,	0.817323
0.09,	0.19,	0.36,	8,	0.09,	-0.19,	0.36,	0.805878
0.09,	0.2,	0.36,	8,	0.09,	-0.2,	0.36,	0.78428
0.09,	0.21,	0.36,	8,	0.09,	-0.21,	0.36,	0.75665
0.09,	0.22,	0.36,	8.24809,	0.206427,	-0.087572,	0.0116887,	0.583447
0.09,	0.23,	0.36,	8.07992,	0.173519,	-0.26056,	0.13537,	3.55921e-07
0.09,	0.24,	0.36,	8.39451,	0.159643,	-0.240386,	0.240388,	2.15902e-07
0.09,	0.25,	0.36,	7.97071,	0.161005,	-0.296731,	0.110453,	4.20292e-07
0.09,	0.26,	0.36,	8,	0.09,	-0.26,	0.36,	0.551418
0.09,	0.27,	0.36,	7.07474,	0.0649079,	-0.299052,	0.417705,	4.96605e-07
0.09,	0.28,	0.36,	7.19042,	0.134337,	-0.235737,	0.235737,	1.08765e-07
0.09,	0.29,	0.36,	7.97626,	0.105884,	-0.307354,	0.313363,	7.95245e-08
0.09,	0.3,	0.36,	7.88141,	0.099158,	-0.300234,	0.33675,	5.27431e-07
0.09,	0.31,	0.36,	7.94555,	0.106703,	-0.247486,	0.360694,	2.91884e-07
0.09,	0.32,	0.36,	7.99369,	0.107312,	-0.304231,	0.312788,	4.59782e-08
0.09,	0.33,	0.36,	7.17172,	0.0698117,	-0.254704,	0.435234,	1.39275e-06
0.09,	0.34,	0.36,	7.33081,	0.0734742,	-0.406812,	0.287193,	2.48975e-07
0.09,	0.35,	0.36,	8.28875,	0.157503,	-0.239224,	0.240186,	5.5852e-07
0.09,	0.36,	0.36,	8.28425,	0.151333,	-0.23727,	0.260202,	3.86459e-07
0.09,	0.37,	0.36,	8,	0.09,	-0.37,	0.36,	0.609337
0.09,	0.38,	0.36,	8,	0.09,	-0.38,	0.36,	0.672127
0.09,	0.39,	0.36,	8,	0.09,	-0.39,	0.36,	0.728434
0.09,	0.4,	0.36,	8,	0.09,	-0.4,	0.36,	0.779083
0.09,	0.41,	0.36,	8,	0.09,	-0.41,	0.36,	0.824295
0.09,	0.42,	0.36,	8,	0.09,	-0.42,	0.36,	0.86397
0.09,	0.43,	0.36,	31.9563,	-6.91877,	-9.49838,	13.4487,	0
0.09,	0.44,	0.36,	8,	0.09,	-0.44,	0.36,	0.926174
0.09,	0.45,	0.36,	3.74533,	1.54222,	2.68823,	-1.43572,	0
0.09,	0.46,	0.36,	5.10321,	1.4626,	2.68118,	-1.1857,	0
0.09,	0.47,	0.36,	6.39647,	1.53107,	2.89555,	-1.17907,	0
0.09,	0.48,	0.36,	7.94558,	1.67533,	3.22342,	-1.28786,	0
0.09,	0.49,	0.36,	9.86391,	1.86779,	3.61359,	-1.4687,	0
0.09,	0.05,	0.37,	8.07464,	0.098619,	-0.230718,	0.230718,	9.8693e-08
0.09,	0.06,	0.37,	8,	0.09,	-0.06,	0.37,	0.440016
0.09,	0.07,	0.37,	8,	0.09,	-0.07,	0.37,	0.463087
0.09,	0.08,	0.37,	8,	0.09,	-0.08,	0.37,	0.492789
0.09,	0.09,	0.37,	8,	0.09,	-0.09,	0.37,	0.529889
0.09,	0.1,	0.37,	11.3597,	-0.688324,	-1.89096,	2.37524,	0
0.09,	0.11,	0.37,	12.5502,	-1.13257,	-2.4162,	3.57794,	0
0.09,	0.12,	0.37,	5.15639,	0.937943,	1.2005,	-1.92074,	0
0.09,	0.13,	0.37,	8,	0.09,	-0.13,	0.37,	0.751038
0.09,	0.14,	0.37,	8,	0.09,	-0.14,	0.37,	0.800488
0.09,	0.15,	0.37,	8,	0.09,	-0.15,	0.37,	0.825866
0.09,	0.16,	0.37,	8,	0.09,	-0.16,	0.37,	0.827728
0.09,	0.17,	0.37,	8,	0.09,	-0.17,	0.37,	0.814254
0.09,	0.18,	0.37,	8,	0.09,	-0.18,	0.37,	0.792295
0.09,	0.19,	0.37,	8,	0.09,	-0.19,	0.37,	0.765536
0.09,	0.2,	0.37,	8,	0.09,	-0.2,	0.37,	0.735538
0.09,	0.21,	0.37,	8.0936,	0.184548,	-0.218884,	0.155605,	2.23792e-06
0.09,	0.22,	0.37,	8.01486,	0.161842,	-0.293912,	0.118863,	9.33679e-08
0.09,	0.23,	0.37,	6.30322,	0.0465913,	-0.35818,	0.415116,	1.61552e-06
0.09,	0.24,	0.37,	8,	0.09,	-0.24,	0.37,	0.581304
0.09,	0.25,	0.37,	8,	0.09,	-0.25,	0.37,	0.52924
0.09,	0.26,	0.37,	8,	0.09,	-0.26,	0.37,	0.468146
0.09,	0.27,	0.37,	3.24978,	0.0163049,	-0.375483,	0.469916,	4.97409e-08
0.09,	0.28,	0.37,	7.7332,	0.0898134,	-0.334092,	0.327827,	1.58087e-05
0.09,	0.29,	0.37,	7.77562,	0.0954444,	-0.250824,	0.383149,	8.21822e-07
0.09,	0.3,	0.37,	7.98584,	0.109888,	-0.246231,	0.354464,	5.67114e-07
0.09,	0.31,	0.37,	8,	0.09,	-0.31,	0.37,	0.0879442
0.09,	0.32,	0.37,	6.46688,	0.053762,	-0.226325,	0.480711,	1.33671e-07
0.09,	0.33,	0.37,	7.37176,	0.0744869,	-0.395943,	0.298933,	6.21998e-07
0.09,	0.34,	0.37,	7.9229,	0.105246,	-0.365154,	0.24563,	3.20551e-07
0.09,	0.35,	0.37,	7.4174,	0.0792322,	-0.422634,	0.24218,	8.8597e-07
0.09,	0.36,	0.37,	8,	0.09,	-0.36,	0.37,	0.612916
0.09,	0.37,	0.37,	8,	0.09,	-0.37,	0.37,	0.67471
0.09,	0.38,	0.37,	8,	0.09,	-0.38,	0.37,	0.730247
0.09,	0.39,	0.37,	8,	0.09,	-0.39,	0.37,	0.780229
0.09,	0.4,	0.37,	8,	0.09,	-0.4,	0.37,	0.824809
0.09,	0.41,	0.37,	8,	0.09,	-0.41,	0.37,	0.863865
0.09,	0.42,	0.37,	34.2955,	-7.33363,	-9.77999,	14.4224,	0
0.09,	0.43,	0.37,	8,	0.09,	-0.43,	0.37,	0.92499
0.09,	0.44,	0.37,	3.72894,	1.55044,	2.65647,	-1.49828,	0
0.09,	0.45,	0.37,	5.13308,	1.4681,	2.64396,	-1.24349,	0
0.09,	0.46,	0.37,	6.43855,	1.52971,	2.83926,	-1.23165,	0
0.09,	0.47,	0.37,	7.95638,	1.66264,	3.13628,	-1.33272,	0
0.09,	0.48,	0.37,	9.7853,	1.83875,	3.48407,	-1.50222,	0
0.09,	0.49,	0.37,	8,	0.09,	-0.49,	0.37,	0
0.09,	0.05,	0.38,	12.257,	-0.805347,	-2.12695,	2.87693,	0
0.09,	0.06,	0.38,	3.65908,	1.09595,	2.08149,	-2.4432,	0
0.09,	0.07,	0.38,	3.54214,	1.24625,	2.11598,	-2.83841,	0
0.09,	0.08,	0.38,	5.35184,	0.850047,	1.1827,	-1.73584,	0
0.09,	0.09,	0.38,	6.39847,	0.590709,	0.637321,	-1.01872,	0
0.09,	0.1,	0.38,	8,	0.09,	-0.1,	0.38,	0.762605
0.09,	0.11,	0.38,	8,	0.09,	-0.11,	0.38,	0.807081
0.09,	0.12,	0.38,	8,	0.09,	-0.12,	0.38,	0.83584
0.09,	0.13,	0.38,	8,	0.09,	-0.13,	0.38,	0.844107
0.09,	0.14,	0.38,	8,	0.09,	-0.14,	0.38,	0.835917
0.09,	0.15,	0.38,	8,	0.09,	-0.15,	0.38,	0.817773
0.09,	0.16,	0.38,	8,	0.09,	-0.16,	0.38,	0.794279
0.09,	0.17,	0.38,	8,	0.09,	-0.17,	0.38,	0.767813
0.09,	0.18,	0.38,	8,	0.09,	-0.18,	0.38,	0.739309
0.09,	0.19,	0.38,	6.77556,	0.184229,	-0.148262,	0.0797126,	1.5982e-06
0.09,	0.2,	0.38,	8.96889,	0.172304,	-0.243084,	0.243085,	4.74643e-07
0.09,	0.21,	0.38,	7.91678,	0.167685,	-0.280246,	0.101909,	1.22924e-07
0.09,	0.22,	0.38,	8.27698,	0.160375,	-0.256919,	0.21092,	2.97137e-07
0.09,	0.23,	0.38,	8,	0.09,	-0.23,	0.38,	0.554992
0.09,	0.24,	0.38,	8.02232,	0.11184,	-0.257313,	0.342112,	4.77788e-07
0.09,	0.25,	0.38,	8.02254,	0.110607,	-0.275457,	0.330656,	9.20746e-08
0.09,	0.26,	0.38,	7.51387,	0.0256174,	-0.599348,	0.357083,	0.244631
0.09,	0.27,	0.38,	2.29555,	0.0108504,	-0.39805,	0.460815,	4.48241e-05
0.09,	0.28,	0.38,	7.94092,	0.113732,	-0.193509,	0.376137,	5.8173e-07
0.09,	0.29,	0.38,	7.96533,	0.108189,	-0.247381,	0.357465,	4.42511e-07
0.09,	0.3,	0.38,	8.00989,	0.109925,	-0.269329,	0.337264,	1.10151e-07
0.09,	0.31,	0.38,	6.2448,	0.0531507,	-0.168118,	0.498748,	2.68041e-06
0.09,	0.32,	0.38,	7.67067,	0.0869652,	-0.305562,	0.361431,	6.68185e-07
0.09,	0.33,	0.38,	7.87397,	0.0999782,	-0.358985,	0.270932,	9.93602e-08
0.09,	0.34,	0.38,	7.54816,	0.00022387,	-0.541504,	0.408683,	0.456992
0.09,	0.35,	0.38,	8,	0.09,	-0.35,	0.38,	0.619185
0.09,	0.36,	0.38,	8,	0.09,	-0.36,	0.38,	0.679627
0.09,	0.37,	0.38,	8,	0.09,	-0.37,	0.38,	0.734081
0.09,	0.38,	0.38,	8,	0.09,	-0.38,	0.38,	0.783107
0.09,	0.39,	0.38,	8,	0.09,	-0.39,	0.38,	0.826781
0.09,	0.4,	0.38,	8,	0.09,	-0.4,	0.38,	0.864968
0.09,	0.41,	0.38,	45.1096,	-9.9604,	-12.9631,	19.508,	0
0.09,	0.42,	0.38,	8,	0.09,	-0.42,	0.38,	0.924605
0.09,	0.43,	0.38,	3.71759,	1.54822,	2.60918,	-1.54107,	0
0.09,	0.44,	0.38,	5.14412,	1.4696,	2.60092,	-1.2928,	0
0.09,	0.45,	0.38,	6.45034,	1.52702,	2.78197,	-1.27973,	0
0.09,	0.46,	0.38,	7.93088,	1.65073,	3.05273,	-1.37547,	0
0.09,	0.47,	0.38,	9.67108,	1.813,	3.36399,	-1.53597,	0
0.09,	0.48,	0.38,	8,	0.09,	-0.48,	0.38,	0
0.09,	0.49,	0.38,	8,	0.09,	-0.49,	0.38,	0
0.09,	0.05,	0.39,	8,	0.09,	-0.05,	0.39,	0.760779
0.09,	0.06,	0.39,	8,	0.09,	-0.06,	0.39,	0.791512
0.09,	0.07,	0.39,	8,	0.09,	-0.07,	0.39,	0.823025
0.09,	0.08,	0.39,	8,	0.09,	-0.08,	0.39,	0.849138
0.09,	0.09,	0.39,	8,	0.09,	-0.09,	0.39,	0.86348
0.09,	0.1,	0.39,	8,	0.09,	-0.1,	0.39,	0.863799
0.09,	0.11,	0.39,	8,	0.09,	-0.11,	0.39,	0.852687
0.09,	0.12,	0.39,	8,	0.09,	-0.12,	0.39,	0.834324
0.09,	0.13,	0.39,	8,	0.09,	-0.13,	0.39,	0.811977
0.09,	0.14,	0.39,	8,	0.09,	-0.14,	0.39,	0.787532
0.09,	0.15,	0.39,	8,	0.09,	-0.15,	0.39,	0.761836
0.09,	0.16,	0.39,	8,	0.09,	-0.16,	0.39,	0.735081
0.09,	0.17,	0.39,	6.89986,	0.187017,	-0.14899,	0.0851788,	1.58133e-06
0.09,	0.18,	0.39,	6.60022,	0.182739,	-0.118661,	0.098276,	5.04725e-07
0.09,	0.19,	0.39,	8.113,	0.168221,	-0.273193,	0.141183,	3.96011e-07
0.09,	0.2,	0.39,	9.10519,	0.175375,	-0.24378,	0.243779,	4.12853e-07
0.09,	0.21,	0.39,	8.5274,	0.162534,	-0.24098,	0.240978,	1.88622e-07
0.09,	0.22,	0.39,	8,	0.09,	-0.22,	0.39,	0.523876
0.09,	0.23,	0.39,	8.03093,	0.112393,	-0.259442,	0.339234,	6.66829e-07
0.09,	0.24,	0.39,	8.01967,	0.111133,	-0.263509,	0.339027,	2.03367e-07
0.09,	0.25,	0.39,	8.00052,	0.132059,	-0.148789,	0.354244,	1.98693e-07
0.09,	0.26,	0.39,	7.04031,	0.0638164,	-0.30275,	0.41754,	2.9817e-07
0.09,	0.27,	0.39,	7.91854,	0.111745,	-0.194644,	0.379736,	5.01691e-07
0.09,	0.28,	0.39,	7.56312,	0.0832936,	-0.273463,	0.394564,	7.85508e-07
0.09,	0.29,	0.39,	7.83129,	0.097152,	-0.273423,	0.363537,	6.53615e-07
0.09,	0.3,	0.39,	7.13691,	0.084539,	-0.112589,	0.450577,	3.17989e-06
0.09,	0.31,	0.39,	7.90786,	0.101473,	-0.344272,	0.285099,	3.5796e-07
0.09,	0.32,	0.39,	7.99822,	0.10767,	-0.308762,	0.307392,	1.03019e-07
0.09,	0.33,	0.39,	8,	0.09,	-0.33,	0.39,	0.562526
0.09,	0.34,	0.39,	8,	0.09,	-0.34,	0.39,	0.628113
0.09,	0.35,	0.39,	8,	0.09,	-0.35,	0.39,	0.686852
0.09,	0.36,	0.39,	8,	0.09,	-0.36,	0.39,	0.739904
0.09,	0.37,	0.39,	8,	0.09,	-0.37,	0.39,	0.787671
0.09,	0.38,	0.39,	8,	0.09,	-0.38,	0.39,	0.830158
0.09,	0.39,	0.39,	8,	0.09,	-0.39,	0.39,	0.867223
0.09,	0.4,	0.39,	100.255,	-23.8023,	-30.3823,	45.8286,	0
0.09,	0.41,	0.39,	8,	0.09,	-0.41,	0.39,	0.924978
0.09,	0.42,	0.39,	3.7063,	1.53798,	2.55025,	-1.56809,	0
0.09,	0.43,	0.39,	5.13336,	1.46799,	2.55304,	-1.33546,	0
0.09,	0.44,	0.39,	6.42934,	1.52343,	2.72361,	-1.32464,	0
0.09,	0.45,	0.39,	7.86643,	1.6397,	2.97182,	-1.41729,	0
0.09,	0.46,	0.39,	9.51789,	1.79024,	3.25125,	-1.57091,	0
0.09,	0.47,	0.39,	8,	0.09,	-0.47,	0.39,	0
0.09,	0.48,	0.39,	8,	0.09,	-0.48,	0.39,	0
0.09,	0.49,	0.39,	8,	0.09,	-0.49,	0.39,	0
0.09,	0.05,	0.4,	8,	0.09,	-0.05,	0.4,	0.900947
0.09,	0.06,	0.4,	8,	0.09,	-0.06,	0.4,	0.890572
0.09,	0.07,	0.4,	8,	0.09,	-0.07,	0.4,	0.875583
0.09,	0.08,	0.4,	8,	0.09,	-0.08,	0.4,	0.857203
0.09,	0.09,	0.4,	8,	0.09,	-0.09,	0.4,	0.836657
0.09,	0.1,	0.4,	8,	0.09,	-0.1,	0.4,	0.814857
0.09,	0.11,	0.4,	8,	0.09,	-0.11,	0.4,	0.792346
0.09,	0.12,	0.4,	8,	0.09,	-0.12,	0.4,	0.769356
0.09,	0.13,	0.4,	8,	0.09,	-0.13,	0.4,	0.745874
0.09,	0.14,	0.4,	7.09279,	0.189769,	-0.158994,	0.0876546,	1.69274e-06
0.09,	0.15,	0.4,	6.96255,	0.189008,	-0.143826,	0.0928878,	1.51927e-06
0.09,	0.16,	0.4,	6.82689,	0.187515,	-0.126203,	0.101664,	6.79864e-07
0.09,	0.17,	0.4,	6.67215,	0.18453,	-0.105845,	0.114105,	3.8958e-07
0.09,	0.18,	0.4,	8.09954,	0.125022,	-0.211998,	0.342535,	8.75253e-08
0.09,	0.19,	0.4,	9.70561,	0.189262,	-0.247117,	0.247117,	1.82219e-07
0.09,	0.2,	0.4,	8,	0.09,	-0.2,	0.4,	0.533554
0.09,	0.21,	0.4,	8,	0.09,	-0.21,	0.4,	0.487084
0.09,	0.22,	0.4,	7.96099,	0.108473,	-0.24122,	0.360959,	2.20171e-07
0.09,	0.23,	0.4,	7.7279,	0.0951838,	-0.224673,	0.399124,	4.00477e-07
0.09,	0.24,	0.4,	7.9492,	0.128846,	-0.141898,	0.362608,	5.00424e-07
0.09,	0.25,	0.4,	7.94446,	0.115549,	-0.185817,	0.375713,	4.3021e-07
0.09,	0.26,	0.4,	7.91462,	0.107596,	-0.219562,	0.375921,	1.95238e-08
0.09,	0.27,	0.4,	7.51498,	0.081463,	-0.268971,	0.401636,	7.15691e-07
0.09,	0.28,	0.4,	7.88206,	0.101495,	-0.256773,	0.365866,	3.69794e-07
0.09,	0.29,	0.4,	7.8168,	0.0960222,	-0.278012,	0.362618,	1.9839e-07
0.09,	0.3,	0.4,	8.09727,	0.118555,	-0.258686,	0.325418,	5.18654e-08
0.09,	0.31,	0.4,	8,	0.09,	-0.31,	0.4,	0.505455
0.09,	0.32,	0.4,	8,	0.09,	-0.32,	0.4,	0.576677
0.09,	0.33,	0.4,	8,	0.09,	-0.33,	0.4,	0.639618
0.09,	0.34,	0.4,	8,	0.09,	-0.34,	0.4,	0.696315
0.09,	0.35,	0.4,	8,	0.09,	-0.35,	0.4,	0.747639
0.09,	0.36,	0.4,	8,	0.09,	-0.36,	0.4,	0.793837
0.09,	0.37,	0.4,	8,	0.09,	-0.37,	0.4,	0.834851
0.09,	0.38,	0.4,	10.1647,	-0.570016,	-0.342421,	2.18895,	0
0.09,	0.39,	0.4,	8,	0.09,	-0.39,	0.4,	0.90089
0.09,	0.4,	0.4,	8,	0.09,	-0.4,	0.4,	0.92605
0.09,	0.41,	0.4,	3.68782,	1.52289,	2.4841,	-1.58502,	0
0.09,	0.42,	0.4,	5.09716,	1.4646,	2.50169,	-1.37423,	0
0.09,	0.43,	0.4,	6.3726,	1.51959,	2.66427,	-1.3683,	0
0.09,	0.44,	0.4,	7.76036,	1.62983,	2.89276,	-1.45963,	0
0.09,	0.45,	0.4,	9.32236,	1.77032,	3.14394,	-1.60821,	0
0.09,	0.46,	0.4,	8,	0.09,	-0.46,	0.4,	0
0.09,	0.47,	0.4,	8,	0.09,	-0.47,	0.4,	0
0.09,	0.48,	0.4,	8,	0.09,	-0.48,	0.4,	0
0.09,	0.49,	0.4,	8,	0.09,	-0.49,	0.4,	0
0.09,	0.05,	0.41,	8,	0.09,	-0.05,	0.41,	0.828171
0.09,	0.06,	0.41,	8,	0.09,	-0.06,	0.41,	0.811611
0.09,	0.07,	0.41,	8,	0.09,	-0.07,	0.41,	0.794292
0.09,	0.08,	0.41,	8,	0.09,	-0.08,	0.41,	0.776353
0.09,	0.09,	0.41,	8,	0.09,	-0.09,	0.41,	0.757851
0.09,	0.1,	0.41,	7.83872,	0.193539,	-0.130472,	0.19009,	6.0747e-07
0.09,	0.11,	0.41,	7.13743,	0.19174,	-0.150875,	0.0971056,	1.43779e-06
0.09,	0.12,	0.41,	7.09745,	0.191473,	-0.146397,	0.0984608,	1.39554e-06
0.09,	0.13,	0.41,	7.07271,	0.191266,	-0.143693,	0.0993183,	1.40248e-06
0.09,	0.14,	0.41,	7.02578,	0.191284,	-0.131483,	0.107572,	7.03596e-07
0.09,	0.15,	0.41,	8,	0.09,	-0.15,	0.41,	0.627438
0.09,	0.16,	0.41,	8,	0.09,	-0.16,	0.41,	0.59931
0.09,	0.17,	0.41,	8,	0.09,	-0.17,	0.41,	0.567828
0.09,	0.18,	0.41,	8,	0.09,	-0.18,	0.41,	0.532117
0.09,	0.19,	0.41,	8,	0.09,	-0.19,	0.41,	0.491105
0.09,	0.2,	0.41,	8,	0.09,	-0.2,	0.41,	0.44348
0.09,	0.21,	0.41,	7.9322,	0.149748,	-0.238454,	0.238454,	8.79544e-09
0.09,	0.22,	0.41,	5.08816,	0.031023,	-0.329986,	0.472394,	3.27119e-07
0.09,	0.23,	0.41,	7.7576,	0.140997,	-0.0845885,	0.341299,	4.72055e-07
0.09,	0.24,	0.41,	7.87869,	0.104354,	-0.225302,	0.379574,	4.74002e-07
0.09,	0.25,	0.41,	7.87513,	0.103732,	-0.228582,	0.379014,	2.80679e-07
0.09,	0.26,	0.41,	7.77978,	0.0963895,	-0.242488,	0.386368,	1.00619e-06
0.09,	0.27,	0.41,	7.96211,	0.106379,	-0.266597,	0.347631,	9.45888e-08
0.09,	0.28,	0.41,	7.77465,	0.0930217,	-0.289764,	0.36027,	4.34111e-07
0.09,	0.29,	0.41,	8,	0.09,	-0.29,	0.41,	0.448932
0.09,	0.3,	0.41,	8,	0.09,	-0.3,	0.41,	0.526483
0.09,	0.31,	0.41,	8,	0.09,	-0.31,	0.41,	0.593602
0.09,	0.32,	0.41,	8,	0.09,	-0.32,	0.41,	0.653567
0.09,	0.33,	0.41,	8,	0.09,	-0.33,	0.41,	0.707889
0.09,	0.34,	0.41,	8,	0.09,	-0.34,	0.41,	0.757156
0.09,	0.35,	0.41,	8,	0.09,	-0.35,	0.41,	0.801472
0.09,	0.36,	0.41,	8,	0.09,	-0.36,	0.41,	0.840733
0.09,	0.37,	0.41,	10.8537,	-0.698326,	-0.427652,	2.46761,	0
0.09,	0.38,	0.41,	8,	0.09,	-0.38,	0.41,	0.90376
0.09,	0.39,	0.41,	8,	0.09,	-0.39,	0.41,	0.92775
0.09,	0.4,	0.41,	3.65336,	1.50648,	2.41502,	-1.59866,	0
0.09,	0.41,	0.41,	5.03131,	1.46093,	2.44808,	-1.41245,	0
0.09,	0.42,	0.41,	6.27696,	1.51636,	2.60402,	-1.41299,	0
0.09,	0.43,	0.41,	7.60971,	1.62153,	2.81467,	-1.50431,	0
0.09,	0.44,	0.41,	9.0809,	1.7532,	3.04011,	-1.64923,	0
0.09,	0.45,	0.41,	8,	0.09,	-0.45,	0.41,	0
0.09,	0.46,	0.41,	8,	0.09,	-0.46,	0.41,	0
0.09,	0.47,	0.41,	8,	0.09,	-0.47,	0.41,	0
0.09,	0.48,	0.41,	8,	0.09,	-0.48,	0.41,	0
0.09,	0.49,	0.41,	8,	0.09,	-0.49,	0.41,	0
0.09,	0.05,	0.42,	7.21592,	0.194267,	-0.137387,	0.114303,	6.71758e-07
0.09,	0.06,	0.42,	7.21251,	0.194123,	-0.138967,	0.112602,	7.65165e-07
0.09,	0.07,	0.42,	7.71287,	0.192003,	-0.109737,	0.197373,	6.73377e-07
0.09,	0.08,	0.42,	7.5122,	0.186263,	-0.081255,	0.211542,	5.04695e-07
0.09,	0.09,	0.42,	7.29222,	0.181171,	-0.0621808,	0.215176,	1.29386e-05
0.09,	0.1,	0.42,	8,	0.09,	-0.1,	0.42,	0.663926
0.09,	0.11,	0.42,	8,	0.09,	-0.11,	0.42,	0.645694
0.09,	0.12,	0.42,	8,	0.09,	-0.12,	0.42,	0.625685
0.09,	0.13,	0.42,	8,	0.09,	-0.13,	0.42,	0.603548
0.09,	0.14,	0.42,	8,	0.09,	-0.14,	0.42,	0.578834
0.09,	0.15,	0.42,	8,	0.09,	-0.15,	0.42,	0.55098
0.09,	0.16,	0.42,	8,	0.09,	-0.16,	0.42,	0.519292
0.09,	0.17,	0.42,	8,	0.09,	-0.17,	0.42,	0.48292
0.09,	0.18,	0.42,	8,	0.09,	-0.18,	0.42,	0.440825
0.09,	0.19,	0.42,	8.02134,	0.116376,	-0.217832,	0.3581,	4.04964e-07
0.09,	0.2,	0.42,	7.93073,	0.145179,	-0.111334,	0.33279,	2.19678e-07
0.09,	0.21,	0.42,	7.64993,	0.14141,	-0.0689592,	0.337862,	5.74462e-07
0.09,	0.22,	0.42,	7.16118,	0.0706329,	-0.236223,	0.443293,	6.72405e-07
0.09,	0.23,	0.42,	7.87717,	0.106719,	-0.206711,	0.384453,	5.46686e-07
0.09,	0.24,	0.42,	7.54277,	0.0855856,	-0.228515,	0.416853,	4.36434e-07
0.09,	0.25,	0.42,	7.85982,	0.11109,	-0.174925,	0.38899,	5.02724e-07
0.09,	0.26,	0.42,	7.786,	0.0937234,	-0.2884,	0.359737,	5.14374e-07
0.09,	0.27,	0.42,	8,	0.09,	-0.27,	0.42,	0.394604
0.09,	0.28,	0.42,	8,	0.09,	-0.28,	0.42,	0.479063
0.09,	0.29,	0.42,	8,	0.09,	-0.29,	0.42,	0.55028
0.09,	0.3,	0.42,	8,	0.09,	-0.3,	0.42,	0.613066
0.09,	0.31,	0.42,	8,	0.09,	-0.31,	0.42,	0.669762
0.09,	0.32,	0.42,	8,	0.09,	-0.32,	0.42,	0.721386
0.09,	0.33,	0.42,	8,	0.09,	-0.33,	0.42,	0.768268
0.09,	0.34,	0.42,	8,	0.09,	-0.34,	0.42,	0.810395
0.09,	0.35,	0.42,	6.76978,	-0.0608266,	-0.469625,	0.220353,	4.49203e-07
0.09,	0.36,	0.42,	11.8958,	-0.895428,	-0.568724,	2.89387,	0
0.09,	0.37,	0.42,	8,	0.09,	-0.37,	0.42,	0.907291
0.09,	0.38,	0.42,	8,	0.09,	-0.38,	0.42,	0.929994
0.09,	0.39,	0.42,	3.59353,	1.49212,	2.34623,	-1.61598,	0
0.09,	0.4,	0.42,	4.93083,	1.45869,	2.39317,	-1.45405,	0
0.09,	0.41,	0.42,	6.13898,	1.51465,	2.54262,	-1.46137,	0
0.09,	0.42,	0.42,	7.4114,	1.61526,	2.73642,	-1.55335,	0
0.09,	0.43,	0.42,	8.79006,	1.73888,	2.93765,	-1.6955,	0
0.09,	0.44,	0.42,	8,	0.09,	-0.44,	0.42,	0
0.09,	0.45,	0.42,	8,	0.09,	-0.45,	0.42,	0
0.09,	0.46,	0.42,	8,	0.09,	-0.46,	0.42,	0
0.09,	0.47,	0.42,	8,	0.09,	-0.47,	0.42,	0
0.09,	0.48,	0.42,	8,	0.09,	-0.48,	0.42,	0
0.09,	0.49,	0.42,	8,	0.09,	-0.49,	0.42,	0
0.09,	0.05,	0.43,	8,	0.09,	-0.05,	0.43,	0.649394
0.09,	0.06,	0.43,	8,	0.09,	-0.06,	0.43,	0.640406
0.09,	0.07,	0.43,	8,	0.09,	-0.07,	0.43,	0.629669
0.09,	0.08,	0.43,	8,	0.09,	-0.08,	0.43,	0.617158
0.09,	0.09,	0.43,	8,	0.09,	-0.09,	0.43,	0.60278
0.09,	0.1,	0.43,	8,	0.09,	-0.1,	0.43,	0.586367
0.09,	0.11,	0.43,	8,	0.09,	-0.11,	0.43,	0.567674
0.09,	0.12,	0.43,	8,	0.09,	-0.12,	0.43,	0.546366
0.09,	0.13,	0.43,	6.29288,	0.610354,	0.529077,	-1.06823,	0
0.09,	0.14,	0.43,	5.04153,	0.702963,	0.730998,	-1.33884,	0
0.09,	0.15,	0.43,	8,	0.09,	-0.15,	0.43,	0.46186
0.09,	0.16,	0.43,	8,	0.09,	-0.16,	0.43,	0.42457
0.09,	0.17,	0.43,	7.94279,	0.113208,	-0.197176,	0.375547,	4.12201e-07
0.09,	0.18,	0.43,	8.02453,	0.118413,	-0.207295,	0.359524,	2.08116e-07
0.09,	0.19,	0.43,	8.13241,	0.185665,	-0.179686,	0.198928,	1.47725e-06
