1.82   -0.575847   2.90945 
1.82   -0.575847   2.90945 
1.84   -0.56248   1.5922 
1.84   -0.56248   1.5922 
1.86   -0.550144   0.449251 
1.86   -0.550144   0.449251 
1.88   -0.53854   5.55202 
1.88   -0.53854   5.55202 
1.9   -0.527409   3.24645 
1.9   -0.527409   3.24645 
1.92   -0.517024   2.19492 
1.92   -0.517024   2.19492 
1.94   -0.507282   1.35584 
1.94   -0.507282   1.35584 
1.96   -0.498124   0.484554 
1.96   -0.498124   0.484554 
1.98   -0.489453   5.02139 
1.98   -0.489453   5.02139 
2   -0.480852   4.16759 
2   -0.480852   4.16759 
2.02   -0.472663   3.12828 
2.02   -0.472663   3.12828 
2.04   -0.464848   2.42553 
2.04   -0.464848   2.42553 
2.06   -0.457365   1.82551 
2.06   -0.457365   1.82551 
2.08   -0.450184   1.22137 
2.08   -0.450184   1.22137 
2.1   -0.443287   0.549889 
2.1   -0.443287   0.549889 
2.12   -0.436658   1.19573 
2.12   -0.436658   1.19573 
2.14   -0.430011   4.71501 
2.14   -0.430011   4.71501 
2.16   -0.423443   3.87774 
2.16   -0.423443   3.87774 
2.18   -0.417061   3.23834 
2.18   -0.417061   3.23834 
2.2   -0.41085   2.73609 
2.2   -0.41085   2.73609 
2.22   -0.404795   2.29516 
2.22   -0.404795   2.29516 
2.24   -0.398885   1.86996 
2.24   -0.398885   1.86996 
2.26   -0.39311   1.42361 
2.26   -0.39311   1.42361 
2.28   -0.387466   0.919367 
2.28   -0.387466   0.919367 
2.3   -0.381955   0.39101 
2.3   -0.381955   0.39101 
2.32   -0.376556   1.66398 
2.32   -0.376556   1.66398 
2.34   -0.371049   4.26783 
2.34   -0.371049   4.26783 
2.36   -0.365524   3.92391 
2.36   -0.365524   3.92391 
2.38   -0.360071   3.476 
2.38   -0.360071   3.476 
2.4   -0.354695   3.09004 
2.4   -0.354695   3.09004 
2.42   -0.349392   2.74854 
2.42   -0.349392   2.74854 
2.44   -0.344156   2.43042 
2.44   -0.344156   2.43042 
2.46   -0.338984   2.1183 
2.46   -0.338984   2.1183 
2.48   -0.333874   1.79564 
2.48   -0.333874   1.79564 
2.5   -0.328826   1.44345 
2.5   -0.328826   1.44345 
2.52   -0.32384   1.03827 
2.52   -0.32384   1.03827 
2.54   -0.318922   0.575309 
2.54   -0.318922   0.575309 
2.56   -0.314072   0.50135 
2.56   -0.314072   0.50135 
2.58   -0.309183   3.14397 
2.58   -0.309183   3.14397 
2.6   -0.304145   3.8454 
2.6   -0.304145   3.8454 
2.62   -0.299095   3.61686 
2.62   -0.299095   3.61686 
2.64   -0.294069   3.32802 
2.64   -0.294069   3.32802 
2.66   -0.289072   3.05878 
2.66   -0.289072   3.05878 
2.68   -0.284104   2.81093 
2.68   -0.284104   2.81093 
2.7   -0.279162   2.57745 
2.7   -0.279162   2.57745 
2.72   -0.274247   2.35073 
2.72   -0.274247   2.35073 
2.74   -0.269356   2.12312 
2.74   -0.269356   2.12312 
2.76   -0.26449   1.88609 
2.76   -0.26449   1.88609 
2.78   -0.25965   1.62868 
2.78   -0.25965   1.62868 
2.8   -0.254837   1.33522 
2.8   -0.254837   1.33522 
2.82   -0.250055   0.983494 
2.82   -0.250055   0.983494 
2.84   -0.245314   0.571374 
2.84   -0.245314   0.571374 
2.86   -0.240614   0.654587 
2.86   -0.240614   0.654587 
2.88   -0.235808   3.01116 
2.88   -0.235808   3.01116 
2.9   -0.230818   3.49754 
2.9   -0.230818   3.49754 
2.92   -0.225789   3.3523 
2.92   -0.225789   3.3523 
2.94   -0.220755   3.15021 
2.94   -0.220755   3.15021 
2.96   -0.215723   2.95665 
2.96   -0.215723   2.95665 
2.98   -0.210693   2.77794 
2.98   -0.210693   2.77794 
3   -0.205665   2.61165 
3   -0.205665   2.61165 
3.02   -0.200638   2.45418 
3.02   -0.200638   2.45418 
3.04   -0.195611   2.30195 
3.04   -0.195611   2.30195 
3.06   -0.190584   2.15137 
3.06   -0.190584   2.15137 
3.08   -0.185558   1.99849 
3.08   -0.185558   1.99849 
3.1   -0.180531   1.8384 
3.1   -0.180531   1.8384 
3.12   -0.175505   1.66417 
3.12   -0.175505   1.66417 
3.14   -0.170483   1.46481 
3.14   -0.170483   1.46481 
3.16   -0.16547   1.22082 
3.16   -0.16547   1.22082 
3.18   -0.160477   0.896532 
3.18   -0.160477   0.896532 
3.2   -0.155523   0.506648 
3.2   -0.155523   0.506648 
3.22   -0.150543   2.11286 
3.22   -0.150543   2.11286 
3.24   -0.145205   3.14682 
3.24   -0.145205   3.14682 
3.26   -0.13975   3.05543 
3.26   -0.13975   3.05543 
3.28   -0.134266   2.90125 
3.28   -0.134266   2.90125 
3.3   -0.128765   2.75949 
3.3   -0.128765   2.75949 
3.32   -0.123248   2.63465 
3.32   -0.123248   2.63465 
3.34   -0.117715   2.52419 
3.34   -0.117715   2.52419 
3.36   -0.112165   2.42531 
3.36   -0.112165   2.42531 
3.38   -0.106596   2.3358 
3.38   -0.106596   2.3358 
3.4   -0.101008   2.25401 
3.4   -0.101008   2.25401 
3.42   -0.0953988   2.17865 
3.42   -0.0953988   2.17865 
3.44   -0.089767   2.10876 
3.44   -0.089767   2.10876 
3.46   -0.0841115   2.04359 
3.46   -0.0841115   2.04359 
3.48   -0.0784309   1.98253 
3.48   -0.0784309   1.98253 
3.5   -0.072724   1.92511 
3.5   -0.072724   1.92511 
3.52   -0.0669893   1.87092 
3.52   -0.0669893   1.87092 
3.54   -0.0612255   1.81965 
3.54   -0.0612255   1.81965 
3.56   -0.0554313   1.77102 
3.56   -0.0554313   1.77102 
3.58   -0.0496052   1.72479 
3.58   -0.0496052   1.72479 
3.6   -0.0437458   1.68078 
3.6   -0.0437458   1.68078 
3.62   -0.0378515   1.6388 
3.62   -0.0378515   1.6388 
3.64   -0.0319209   1.59872 
3.64   -0.0319209   1.59872 
3.66   -0.0259524   1.5604 
3.66   -0.0259524   1.5604 
3.68   -0.0199442   1.52373 
3.68   -0.0199442   1.52373 
3.7   -0.0138948   1.48861 
3.7   -0.0138948   1.48861 
3.72   -0.00780229   1.45493 
3.72   -0.00780229   1.45493 
3.74   -0.00166492   1.42264 
3.74   -0.00166492   1.42264 
3.76   0.00451923   1.39164 
3.76   0.00451923   1.39164 
3.78   0.0107521   1.36187 
3.78   0.0107521   1.36187 
3.8   0.0170359   1.33327 
3.8   0.0170359   1.33327 
3.82   0.0233726   1.30578 
3.82   0.0233726   1.30578 
3.84   0.0297645   1.27936 
3.84   0.0297645   1.27936 
3.86   0.036214   1.25395 
3.86   0.036214   1.25395 
3.88   0.0427234   1.2295 
3.88   0.0427234   1.2295 
3.9   0.0492952   1.20599 
3.9   0.0492952   1.20599 
3.92   0.0559322   1.18336 
3.92   0.0559322   1.18336 
3.94   0.0626371   1.16158 
3.94   0.0626371   1.16158 
3.96   0.0694127   1.14062 
3.96   0.0694127   1.14062 
3.98   0.076262   1.12044 
3.98   0.076262   1.12044 
4   0.083188   1.10102 
4   0.083188   1.10102 
4.02   0.0901941   1.08232 
4.02   0.0901941   1.08232 
4.04   0.0972836   1.06432 
4.04   0.0972836   1.06432 
4.06   0.10446   1.04699 
4.06   0.10446   1.04699 
4.08   0.111727   1.0303 
4.08   0.111727   1.0303 
4.1   0.119088   1.01424 
4.1   0.119088   1.01424 
4.12   0.126548   0.998772 
4.12   0.126548   0.998772 
4.14   0.13411   0.98388 
4.14   0.13411   0.98388 
4.16   0.141779   0.969543 
4.16   0.141779   0.969543 
4.18   0.149558   0.955739 
4.18   0.149558   0.955739 
4.2   0.157454   0.942449 
4.2   0.157454   0.942449 
4.22   0.16547   0.929653 
4.22   0.16547   0.929653 
4.24   0.173611   0.917334 
4.24   0.173611   0.917334 
4.26   0.181884   0.905473 
4.26   0.181884   0.905473 
4.28   0.190292   0.894053 
4.28   0.190292   0.894053 
4.3   0.198842   0.883057 
4.3   0.198842   0.883057 
4.32   0.20754   0.872469 
4.32   0.20754   0.872469 
4.34   0.216391   0.862272 
4.34   0.216391   0.862272 
4.36   0.225403   0.852451 
4.36   0.225403   0.852451 
4.38   0.23458   0.842991 
4.38   0.23458   0.842991 
4.4   0.243931   0.833878 
4.4   0.243931   0.833878 
4.42   0.253462   0.825097 
4.42   0.253462   0.825097 
4.44   0.263181   0.816634 
4.44   0.263181   0.816634 
4.46   0.273095   0.808476 
4.46   0.273095   0.808476 
4.48   0.283213   0.800608 
4.48   0.283213   0.800608 
4.5   0.293542   0.793019 
4.5   0.293542   0.793019 
4.52   0.304091   0.785696 
4.52   0.304091   0.785696 
4.54   0.314869   0.778625 
4.54   0.314869   0.778625 
4.56   0.325885   0.771796 
4.56   0.325885   0.771796 
4.58   0.33715   0.765195 
4.58   0.33715   0.765195 
4.6   0.348673   0.758812 
4.6   0.348673   0.758812 
4.62   0.360464   0.752635 
4.62   0.360464   0.752635 
4.64   0.372535   0.746653 
4.64   0.372535   0.746653 
4.66   0.384897   0.740854 
4.66   0.384897   0.740854 
4.68   0.397562   0.735229 
4.68   0.397562   0.735229 
4.7   0.410543   0.729766 
4.7   0.410543   0.729766 
4.72   0.423852   0.724455 
4.72   0.423852   0.724455 
4.74   0.437502   0.719287 
4.74   0.437502   0.719287 
4.76   0.451509   0.714251 
4.76   0.451509   0.714251 
4.78   0.465886   0.709337 
4.78   0.465886   0.709337 
4.8   0.48065   0.704535 
4.8   0.48065   0.704535 
4.82   0.495816   0.699838 
4.82   0.495816   0.699838 
4.84   0.5114   0.695234 
4.84   0.5114   0.695234 
4.86   0.527421   0.690715 
4.86   0.527421   0.690715 
4.88   0.543897   0.686273 
4.88   0.543897   0.686273 
4.9   0.560847   0.681898 
4.9   0.560847   0.681898 
4.92   0.578292   0.677582 
4.92   0.578292   0.677582 
4.94   0.596251   0.673316 
4.94   0.596251   0.673316 
4.96   0.614747   0.669093 
4.96   0.614747   0.669093 
4.98   0.633804   0.664903 
4.98   0.633804   0.664903 
5   0.653445   0.660739 
5   0.653445   0.660739 
5.02   0.673695   0.656594 
5.02   0.673695   0.656594 
5.04   0.694581   0.652459 
5.04   0.694581   0.652459 
5.06   0.71613   0.648327 
5.06   0.71613   0.648327 
5.08   0.738371   0.644191 
5.08   0.738371   0.644191 
5.1   0.761335   0.640042 
5.1   0.761335   0.640042 
5.12   0.785052   0.635876 
5.12   0.785052   0.635876 
5.14   0.809556   0.631683 
5.14   0.809556   0.631683 
5.16   0.834882   0.627458 
5.16   0.834882   0.627458 
5.18   0.861065   0.623194 
5.18   0.861065   0.623194 
5.2   0.888142   0.618885 
5.2   0.888142   0.618885 
5.22   0.916154   0.614524 
5.22   0.916154   0.614524 
5.24   0.94514   0.610105 
5.24   0.94514   0.610105 
5.26   0.975144   0.605622 
5.26   0.975144   0.605622 
5.28   1.00621   0.60107 
5.28   1.00621   0.60107 
5.3   1.03838   0.596443 
5.3   1.03838   0.596443 
5.32   1.07171   0.591735 
5.32   1.07171   0.591735 
5.34   1.10624   0.586942 
5.34   1.10624   0.586942 
5.36   1.14203   0.582059 
5.36   1.14203   0.582059 
5.38   1.17912   0.577081 
5.38   1.17912   0.577081 
5.4   1.21757   0.572003 
5.4   1.21757   0.572003 
5.42   1.25744   0.566822 
5.42   1.25744   0.566822 
5.44   1.29877   0.561533 
5.44   1.29877   0.561533 
5.46   1.34164   0.556134 
5.46   1.34164   0.556134 
5.48   1.38608   0.550621 
5.48   1.38608   0.550621 
5.5   1.43216   0.54499 
5.5   1.43216   0.54499 
5.52   1.47993   0.53924 
5.52   1.47993   0.53924 
5.54   1.52945   0.533369 
5.54   1.52945   0.533369 
5.56   1.58077   0.527374 
5.56   1.58077   0.527374 
5.58   1.63393   0.521255 
5.58   1.63393   0.521255 
5.6   1.68898   0.51501 
5.6   1.68898   0.51501 
5.62   1.74596   0.50864 
5.62   1.74596   0.50864 
5.64   1.8049   0.502145 
5.64   1.8049   0.502145 
5.66   1.86582   0.495525 
5.66   1.86582   0.495525 
5.68   1.92874   0.488783 
5.68   1.92874   0.488783 
5.7   1.99365   0.48192 
5.7   1.99365   0.48192 
5.72   2.06054   0.47494 
5.72   2.06054   0.47494 
5.74   2.12938   0.467846 
5.74   2.12938   0.467846 
5.76   2.20011   0.460644 
5.76   2.20011   0.460644 
5.78   2.27265   0.453338 
5.78   2.27265   0.453338 
5.8   2.34691   0.445935 
5.8   2.34691   0.445935 
5.82   2.42275   0.438444 
5.82   2.42275   0.438444 
5.84   2.50001   0.430872 
5.84   2.50001   0.430872 
5.86   2.57847   0.42323 
5.86   2.57847   0.42323 
5.88   2.65791   0.41553 
5.88   2.65791   0.41553 
5.9   2.73805   0.407784 
5.9   2.73805   0.407784 
5.92   2.81856   0.400006 
5.92   2.81856   0.400006 
5.94   2.89908   0.392212 
5.94   2.89908   0.392212 
5.96   2.9792   0.38442 
5.96   2.9792   0.38442 
5.98   3.05848   0.376649 
5.98   3.05848   0.376649 
6   3.13645   0.368919 
6   3.13645   0.368919 
6.02   3.2126   0.361254 
6.02   3.2126   0.361254 
6.04   3.2864   0.353677 
6.04   3.2864   0.353677 
6.06   3.35732   0.346215 
6.06   3.35732   0.346215 
6.08   3.42482   0.338896 
6.08   3.42482   0.338896 
6.1   3.4884   0.331748 
6.1   3.4884   0.331748 
6.12   3.54755   0.324803 
6.12   3.54755   0.324803 
6.14   3.60183   0.318092 
6.14   3.60183   0.318092 
6.16   3.65087   0.311646 
6.16   3.65087   0.311646 
6.18   3.69435   0.305498 
6.18   3.69435   0.305498 
6.2   3.73203   0.299678 
6.2   3.73203   0.299678 
6.22   3.76378   0.294215 
6.22   3.76378   0.294215 
6.24   3.78955   0.289135 
6.24   3.78955   0.289135 
6.26   3.80938   0.28446 
6.26   3.80938   0.28446 
6.28   3.8234   0.280205 
6.28   3.8234   0.280205 
