0.000626588, 0.00375082, 1.00852, 0.00453793, 0.172719, 1.35297
0.000767644, 0.00510318, 1.4496, 0.00646844, 0.267831, 0.0453223
0.000334785, 0.00536389, 1.46307, 0.00654624, -1.59393, -0.0368473
2.30895e-05, 0.00531697, 1.453, 0.00649673, -0.720898, -0.13506
-0.000194218, 0.00535059, 1.4583, 0.00649444, 0.509976, -0.917593
9.18782e-06, 0.0053924, 1.46386, 0.00655691, 0.610611, -1.38676
-0.000264455, 0.00543882, 1.4783, 0.00660399, 0.32848, -1.232
5.12635e-05, 0.00538926, 1.46321, 0.00656578, -0.262958, -0.27149
0.000177693, 0.00545217, 1.47196, -nan, 0.445072, -1.34957
-0.000152596, 0.00547623, 1.48529, 0.00668177, -0.526059, -1.07104
4.84572e-05, 0.00550761, 1.48969, 0.00672784, -0.727811, 0.892253
-0.000144149, 0.00547138, 1.48703, 0.00665971, 0.660033, 1.5837
-3.04714e-05, 0.00542366, 1.48003, 0.00661958, 0.178654, 0.936762
0.000179375, 0.00554928, 1.50854, 0.00677165, -0.853642, 0.445538
-2.21645e-05, 0.00551208, 1.50042, 0.00668244, 0.343525, 0.163701
-0.000355397, 0.00552304, 1.49807, 0.00671101, 0.157928, -0.201823
0.000246689, 0.00551882, 1.50153, 0.00671872, 0.15461, 0.4577
-0.000282224, 0.00551878, 1.5016, 0.006714, -0.943039, 0.864602
0.000156299, 0.00553538, 1.50329, 0.00675845, 0.485278, 1.77361
5.75185e-05, 0.00557194, 1.51323, 0.00679752, 0.254027, 1.00146
0.00017136, 0.00558432, 1.52845, 0.00678297, 0.32102, 1.30615
4.92785e-05, 0.00560435, 1.52907, 0.0068094, 1.86765, 0.804518
4.40675e-06, 0.00554942, 1.51012, 0.00675167, 0.54807, 1.75776
0.000154027, 0.0056255, 1.5303, 0.00687078, 0.738729, -2.48242
-0.000403135, 0.00559639, 1.52852, 0.00679418, 0.36205, -0.73842
0.000204814, 0.00564574, 1.53371, 0.00686752, 0.566831, -0.653496
-7.76998e-05, 0.00567351, 1.53784, 0.00692313, 0.0574017, -1.53108
-0.000136895, 0.00571556, 1.54911, 0.00697621, 0.0180565, -0.549958
0.000503049, 0.00586562, 1.55225, 0.00694531, -0.301059, 0.496222
0.00850085, 0.00695695, 2.00308, 0.00888619, -0.313695, 0.0132781
