-0.00106096, 0.00258129, 1.00449, 0.00451718, -0.919299, -0.974496
0.166185, 0.00376294, 1.49389, 0.00667302, -0.492407, -1.98186
0.167378, 0.00407781, 1.48494, 0.00662451, 1.03829, 0.0509225
0.167351, -nan, 1.47369, 0.00654309, -0.265014, -0.850084
0.167335, 0.00412851, 1.4652, 0.00653774, 0.858336, 0.882853
0.167327, 0.00413007, 1.49885, 0.00667403, 0.375159, -1.56248
0.167342, 0.0041592, 1.48212, -nan, -0.958249, -0.26376
0.167339, 0.00416435, 1.50167, 0.00669914, 0.023251, -1.0869
0.167319, 0.00418338, 1.51215, 0.00680775, 0.171676, 1.09498
0.167301, 0.00422996, 1.51391, 0.00674229, 0.0109553, 1.47535
0.167315, 0.00419306, 1.54168, 0.00690315, 0.214529, -0.110122
0.167326, 0.00419423, 1.53605, -nan, -0.810845, -2.7943
0.167421, 0.00421674, 1.54705, 0.00686055, -1.58765, -1.46415
0.167473, 0.00420464, 1.52831, 0.00685221, 0.406965, -1.40202
0.167464, 0.00420471, 1.53223, 0.00688691, 0.0886925, 0.263145
0.167465, 0.0042304, 1.54099, 0.00687448, -0.855133, 1.01811
0.167455, 0.00422356, 1.55754, 0.00698708, -0.611842, 0.00189255
0.167454, 0.00423109, 1.52995, 0.00682341, -1.28462, 0.572076
0.167455, 0.00418134, 1.51345, 0.00679739, -0.00874534, 0.465648
0.167445, 0.00416211, 1.51261, 0.00679804, -0.429915, 0.112582
0.167451, 0.00416686, 1.50036, 0.00668491, -0.3566, -0.662875
0.167463, 0.0041618, 1.49431, 0.00666129, 0.46126, 2.28179
0.167488, 0.00415528, 1.50174, 0.00671399, 0.431513, -1.5426
0.167514, 0.00415171, 1.48796, 0.00663022, 0.726262, 2.10865
0.167504, 0.00413039, 1.4645, 0.00653444, -0.133165, 0.427919
0.167494, 0.00411786, 1.46632, 0.00656409, -0.353779, -1.89753
0.167491, 0.00413174, 1.4691, 0.00664283, -0.407424, 0.552094
0.167472, 0.00416386, 1.49495, 0.00670058, -0.366916, 2.10474
0.167505, 0.00416897, 1.50322, 0.0067575, -1.09867, -1.25013
0.167533, 0.00418955, 1.49237, 0.00666945, 0.820592, 1.45204
0.16762, 0.00417085, 1.51232, 0.00679061, -0.425652, -3.67299
0.167692, 0.00418874, 1.52468, 0.00675738, 0.0819599, -1.7719
0.167688, 0.00419508, 1.53328, 0.00686024, 0.424676, -0.103376
0.167681, 0.00423035, 1.54966, 0.00685377, 0.870797, -0.828255
0.167688, -nan, 1.53002, 0.00683413, 0.297043, -0.074765
0.167713, 0.00420549, 1.52265, 0.00676977, 1.67019, -0.231786
0.167747, 0.00421964, 1.53076, 0.00683269, -0.277503, -0.0524473
0.167757, 0.00424893, 1.54446, 0.0069011, -0.701552, -0.597459
0.167763, 0.00424017, 1.53832, 0.0069284, 0.820247, 1.12032
0.16779, 0.00421098, 1.53126, 0.00686289, 0.551057, 1.11834
0.167796, 0.00418529, 1.52656, 0.00683845, -0.407643, 0.248613
0.167799, 0.00416189, 1.50867, 0.00671161, -0.68717, 2.07157
0.167814, 0.0041473, 1.48995, 0.00668939, 0.532239, 0.437356
0.167821, 0.00417297, 1.48355, 0.00664919, -0.240048, 1.76048
0.167879, 0.00416662, 1.50423, -nan, 1.64667, 0.237428
0.167864, 0.00413347, 1.46171, 0.00657485, 0.57611, -2.30875
0.167895, 0.0041108, 1.47203, 0.0066151, -0.240128, 1.16028
0.167909, 0.00413568, 1.48205, 0.00664334, 0.313893, 0.360353
0.166766, 0.00425064, 1.49383, 0.0067308, -0.348765, 0.288915
-0.00319815, 0.00432081, 2.00188, -nan, -1.44573, -0.219047
