0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8.72623e-07 3.8847e-06 -1.66382e-07 2.02037e-06 -8.69672e-07 1.58514e-06 -1.70953e-06 9.44017e-07 -2.40875e-06 6.67093e-07 -2.51093e-06 3.12015e-07 -3.0182e-06 -6.05431e-07 -3.33424e-06 -1.20338e-06 -3.20415e-06 -1.7622e-06 -2.65115e-06 -1.80758e-06 -1.38928e-06 -1.39845e-06 4.10702e-07 -4.43291e-07 2.53391e-06 7.71406e-07 4.48202e-06 1.94646e-06 5.63663e-06 2.64028e-06 5.50299e-06 2.55151e-06 3.87216e-06 1.61693e-06 1.06962e-06 8.49042e-08 -2.09848e-06 -1.51238e-06 -4.56995e-06 -2.5747e-06 -5.43756e-06 -2.6789e-06 -4.37551e-06 -1.78638e-06 -1.8296e-06 -2.869e-07 1.13558e-06 1.17258e-06 3.30159e-06 1.98815e-06 3.85806e-06 1.88123e-06 2.76537e-06 1.01467e-06 7.25962e-07 -1.19701e-07 -1.21481e-06 -9.7281e-07 -2.21131e-06 -1.21349e-06 -2.00344e-06 -8.59444e-07 -9.52571e-07 -2.09522e-07 2.50117e-07 3.59289e-07 9.97529e-07 5.9859e-07 1.05661e-06 4.8555e-07 5.98237e-07 1.78884e-07 4.76973e-09 -1.11185e-07 -3.87366e-07 -2.46794e-07 -4.5057e-07 -2.13032e-07 -2.68684e-07 -8.70929e-08 -2.35039e-08 3.31354e-08 1.35806e-07 8.84723e-08 1.61174e-07 7.62443e-08 9.39885e-08 3.05126e-08 8.09679e-09 -1.07168e-08 -4.34285e-08 -2.78016e-08 -4.87544e-08 -2.25641e-08 -2.61923e-08 -8.05877e-09 -8.36118e-10 3.61081e-09 1.24109e-08 7.5698e-09 1.23929e-08 5.50649e-09 5.79785e-09 1.58398e-09 -4.16303e-10 -1.10779e-09 -3.06679e-09 -1.75097e-09 -2.61306e-09 -1.09537e-09 -9.97972e-10 -2.12909e-10 2.43432e-10 2.83039e-10 6.35991e-10 3.37192e-10 4.49925e-10 1.74371e-10 1.27011e-10 1.26265e-11 -7.10152e-11 -5.81164e-11 -1.08312e-10 -5.30944e-11 -6.21342e-11 -2.15826e-11 -1.03084e-11 2.12288e-12 1.42437e-11 9.47764e-12 1.49189e-11 6.72332e-12 6.72109e-12 1.96554e-12 1.32208e-13 -7.56212e-13 -2.12508e-12 -1.22218e-12 -1.64172e-12 -6.72481e-13 -5.47102e-13 -1.12618e-13 1.06752e-13 1.2493e-13 2.43018e-13 1.24169e-13 1.42436e-13 5.17935e-14 3.04445e-14 7.40514e-16 -1.90376e-14 -1.40965e-14 -2.15904e-14 -9.91223e-15 -9.56968e-15 -2.9236e-15 -7.20584e-16 6.51102e-16 1.98212e-15 1.16458e-15 1.46211e-15 5.86823e-16 4.61528e-16 1.01779e-16 -3.79107e-17 -6.36325e-17 -1.22629e-16 -6.14723e-17 -7.26799e-17 -2.84962e-17 -2.69175e-17 -8.98406e-18 -7.14134e-18 -2.08058e-18 -1.41274e-18 -3.62663e-19 -2.10925e-19 -4.78403e-20 -2.37672e-20 -4.7575e-21 -2.00771e-21 -3.53239e-22 -1.25691e-22 -1.93071e-23 -5.7402e-24 -7.62515e-25 -1.8734e-25 -2.12466e-26 -4.25375e-27 -4.04875e-28 -6.48452e-29 -5.0603e-30 -6.3185e-31 -3.91089e-32 -3.66419e-33 -1.71082e-34 -1.13053e-35 -3.65827e-37 -1.51956e-38 -2.86383e-40 -5.62341e-42 -3.36312e-44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.04421e-06 
4.06061e-06 2.38891e-06 -1.21055e-06 -2.668e-06 -1.817e-06 -3.62619e-06 -2.55814e-06 -4.52718e-06 -3.28195e-06 -5.7903e-06 -4.35112e-06 -6.54556e-06 -4.25031e-06 -6.0591e-06 -3.42999e-06 -4.74492e-06 -1.3568e-06 -1.59451e-06 2.05235e-06 2.55697e-06 6.24394e-06 7.6143e-06 1.04333e-05 1.19954e-05 1.33286e-05 1.45796e-05 1.35358e-05 1.38729e-05 1.0357e-05 9.43107e-06 3.85778e-06 1.90578e-06 -4.38915e-06 -6.77477e-06 -1.194e-05 -1.37766e-05 -1.61006e-05 -1.65471e-05 -1.50856e-05 -1.38229e-05 -9.01627e-06 -6.42476e-06 -4.78485e-08 2.85508e-06 8.35988e-06 1.03767e-05 1.29202e-05 1.3238e-05 1.20423e-05 1.06168e-05 6.55885e-06 4.13699e-06 -7.2748e-07 -2.99199e-06 -6.467e-06 -7.60162e-06 -8.4038e-06 -8.07709e-06 -6.34729e-06 -4.96137e-06 -1.99802e-06 -3.92081e-07 2.17338e-06 3.21016e-06 4.283e-06 4.39958e-06 3.86093e-06 3.23482e-06 1.78444e-06 9.15381e-07 -4.83047e-07 -1.10612e-06 -1.78885e-06 -1.93733e-06 -1.80068e-06 -1.55345e-06 -9.42351e-07 -5.54677e-07 5.82402e-08 3.43467e-07 6.49193e-07 7.25843e-07 6.86703e-07 5.95127e-07 3.67456e-07 2.20637e-07 -1.57388e-09 -1.05707e-07 -2.09947e-07 -2.35538e-07 -2.18912e-07 -1.86728e-07 -1.11974e-07 -6.46311e-08 2.27269e-09 3.29443e-08 6.03704e-08 6.60267e-08 5.84923e-08 4.82087e-08 2.7018e-08 1.41552e-08 -2.4382e-09 -9.68926e-09 -1.51359e-08 -1.5775e-08 -1.30112e-08 -1.018e-08 -5.12055e-09 -2.22091e-09 1.12111e-09 2.47309e-09 3.22932e-09 3.15868e-09 2.38271e-09 1.7364e-09 7.40516e-10 2.07078e-10 -3.29095e-10 -5.2103e-10 -5.74047e-10 -5.21643e-10 -3.5434e-10 -2.34706e-10 -7.58276e-11 2.87406e-12 6.94745e-11 8.85909e-11 8.36519e-11 7.00383e-11 4.20721e-11 2.43534e-11 4.11067e-12 -5.0083e-12 -1.10757e-11 -1.20443e-11 -9.86874e-12 -7.54019e-12 -3.89245e-12 -1.81301e-12 2.13428e-13 1.01705e-12 1.36413e-12 1.30283e-12 9.31667e-13 6.40021e-13 2.68016e-13 7.66426e-14 -7.88843e-14 -1.29236e-13 -1.31525e-13 -1.11916e-13 -6.97013e-14 -4.1941e-14 -1.23177e-14 1.3093e-15 1.00104e-14 1.17625e-14 9.79403e-15 7.41142e-15 3.91534e-15 1.92915e-15 1.64765e-16 -5.31803e-16 -8.3603e-16 -8.23539e-16 -6.26622e-16 -4.67848e-16 -2.77929e-16 -1.76479e-16 -8.82451e-17 -4.89519e-17 -2.11209e-17 -1.03038e-17 -3.87359e-18 -1.66041e-18 -5.45592e-19 -2.04557e-19 -5.87143e-20 -1.91277e-20 -4.7801e-21 -1.34222e-21 -2.904e-22 -6.9625e-23 -1.29377e-23 -2.61945e-24 -4.13559e-25 -6.97681e-26 -9.22535e-27 -1.27496e-27 -1.38486e-28 -1.53274e-29 -1.33117e-30 -1.14266e-31 -7.62575e-33 -4.8342e-34 -2.32667e-35 -1.00213e-36 -3.09513e-38 -7.62224e-40 -1.13407e-41 -8.96831e-44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.42947e-06 
6.53761e-06 7.15664e-06 -8.39071e-07 7.16363e-07 -2.18304e-06 -4.8702e-07 -4.09869e-06 -2.17841e-06 -5.95017e-06 -3.28684e-06 -7.22524e-06 -4.55606e-06 -8.71362e-06 -5.62684e-06 -8.97214e-06 -5.40162e-06 -7.9136e-06 -4.04574e-06 -4.90428e-06 -7.20971e-07 -2.25446e-08 3.92371e-06 6.26938e-06 9.27888e-06 1.25051e-05 1.3708e-05 1.7009e-05 1.55207e-05 1.77824e-05 1.34209e-05 1.38147e-05 7.13107e-06 5.45537e-06 -1.92917e-06 -5.17258e-06 -1.10479e-05 -1.46104e-05 -1.69556e-05 -1.93927e-05 -1.72112e-05 -1.74786e-05 -1.14669e-05 -9.40674e-06 -1.83333e-06 1.66225e-06 7.84178e-06 1.1224e-05 1.3649e-05 1.54499e-05 1.34506e-05 1.29881e-05 7.87316e-06 5.56807e-06 -8.31119e-08 -2.97002e-06 -6.62442e-06 -8.68898e-06 -9.072e-06 -9.48964e-06 -7.05214e-06 -5.92601e-06 -2.37205e-06 -5.47157e-07 2.22254e-06 3.71736e-06 4.59546e-06 5.11568e-06 4.18236e-06 3.72487e-06 1.93536e-06 9.94831e-07 -5.28407e-07 -1.34292e-06 -1.93613e-06 -2.2549e-06 -1.92922e-06 -1.752e-06 -9.84757e-07 -5.70534e-07 9.4683e-08 4.49241e-07 7.1338e-07 8.47303e-07 7.30318e-07 6.58851e-07 3.73006e-07 2.15319e-07 -2.20272e-08 -1.47556e-07 -2.33712e-07 -2.74453e-07 -2.30688e-07 -2.02171e-07 -1.10059e-07 -5.87212e-08 1.07119e-08 4.67919e-08 6.74779e-08 7.61334e-08 6.07671e-08 5.06749e-08 2.54398e-08 1.14209e-08 -5.08635e-09 -1.33936e-08 -1.67967e-08 -1.78228e-08 -1.32311e-08 -1.02813e-08 -4.52121e-09 -1.3745e-09 1.76142e-09 3.25669e-09 3.52096e-09 3.46338e-09 2.35048e-09 1.66002e-09 5.84739e-10 1.49941e-11 -4.48365e-10 -6.49413e-10 -6.09509e-10 -5.5e-10 -3.35142e-10 -2.0729e-10 -4.58513e-11 3.5778e-11 8.63762e-11 1.04382e-10 8.58146e-11 7.03159e-11 3.74987e-11 1.88885e-11 -2.62275e-13 -9.29068e-12 -1.28396e-11 -1.34054e-11 -9.70201e-12 -7.11786e-12 -3.16893e-12 -1.05305e-12 6.98551e-13 1.4366e-12 1.48815e-12 1.36691e-12 8.68895e-13 5.56794e-13 1.84605e-13 -1.33181e-15 -1.19297e-13 -1.59186e-13 -1.35397e-13 -1.10179e-13 -6.07687e-14 -3.23278e-14 -5.08863e-15 7.3131e-15 1.24488e-14 1.31598e-14 9.47587e-15 6.75379e-15 3.07499e-15 1.1638e-15 -2.90556e-16 -8.49113e-16 -9.22277e-16 -8.46997e-16 -5.79223e-16 -4.17225e-16 -2.3021e-16 -1.41204e-16 -6.62167e-17 -3.53522e-17 -1.4339e-17 -6.70252e-18 -2.36556e-18 -9.67498e-19 -2.97327e-19 -1.05977e-19 -2.82886e-20 -8.73368e-21 -2.0152e-21 -5.34712e-22 -1.05911e-22 -2.39229e-23 -4.02986e-24 -7.6584e-25 -1.08376e-25 -1.70736e-26 -1.99677e-27 -2.55749e-28 -2.41704e-29 -2.4503e-30 -1.81218e-31 -1.39797e-32 -7.70246e-34 -4.24561e-35 -1.60269e-36 -5.61973e-38 -1.22258e-39 -2.04856e-41 -1.42932e-43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.88991e-06 
