100     545     41.60   0.16
161     602     37.7875 0.16
227     538     36.4975 0.16
270     550     35.785  0.16
362     522     34.53   0.16

90      276     42.345  0.28
149     275     39.5375 0.28
206     274     37.3525 0.28
247     274     36.36   0.28
352     272     33.915  0.28
